"","party","gender","age","race","education","urbanicity","married","vote2018","state","district","wave"
"657","Rep","Male","35 - 44","White","No Bachelors","S4","Married","Republican candidate","CA","CA-25","2018-10"
"658","Rep","Female","25 - 34","White","No Bachelors","R2","Married","Republican candidate","CA","CA-25","2018-10"
"659","Ind","Female","18 - 24","Hispanic","No Bachelors","S4","Unmarried","Other candidate/not sure","CA","CA-25","2018-10"
"660","Dem","Male","18 - 24","Hispanic","No Bachelors","R2","Unmarried","Democratic candidate","CA","CA-25","2018-10"
"661","Ind","Female","35 - 44","Black","No Bachelors","R2","Married","Other candidate/not sure","CA","CA-25","2018-10"
"662","Rep","Male","25 - 34","White","No Bachelors","S3","Unmarried","Other candidate/not sure","CA","CA-25","2018-10"
"663","Dem","Male","18 - 24","Black","Bachelors","R1","Unmarried","Democratic candidate","CA","CA-25","2018-10"
"664","Ind","Female","25 - 34","Hispanic","No Bachelors","R2","Unmarried","Other candidate/not sure","CA","CA-25","2018-10"
"665","Ind","Female","> 54","White","Bachelors","S3","Unmarried","Democratic candidate","CA","CA-25","2018-10"
"666","Rep","Male","18 - 24","Black","No Bachelors","S3","Unmarried","Republican candidate","CA","CA-25","2018-10"
"667","Ind","Female","25 - 34","White","No Bachelors","R2","Married","Other candidate/not sure","CA","CA-25","2018-10"
"668","Dem","Female","18 - 24","Hispanic","No Bachelors","S3","Unmarried","Other candidate/not sure","CA","CA-25","2018-10"
"669","Rep","Female","25 - 34","White","Bachelors","S3","Married","Republican candidate","CA","CA-25","2018-10"
"670","Dem","Female","35 - 44","White","Bachelors","S3","Married","Democratic candidate","CA","CA-25","2018-10"
"671","Dem","Male","18 - 24","White","Bachelors","S4","Unmarried","Democratic candidate","CA","CA-25","2018-10"
"672","Rep","Male","> 54","Other","Bachelors","R2","Unmarried","Other candidate/not sure","CA","CA-25","2018-10"
"673","Dem","Female","25 - 34","Other","No Bachelors","S4","Unmarried","Democratic candidate","CA","CA-25","2018-10"
"674","Dem","Male","25 - 34","Hispanic","Bachelors","S3","Unmarried","Democratic candidate","CA","CA-25","2018-10"
"675","Dem","Male","25 - 34","Black","No Bachelors","R2","Unmarried","Democratic candidate","CA","CA-25","2018-10"
"676","Dem","Female","25 - 34","Black","No Bachelors","R2","Unmarried","Democratic candidate","CA","CA-25","2018-10"
"677","Dem","Female","18 - 24","Black","No Bachelors","S3","Unmarried","Other candidate/not sure","CA","CA-25","2018-10"
"678","Rep","Male","45 - 54","Other","Bachelors","U5","Unmarried","Democratic candidate","CA","CA-39","2018-10"
"679","Dem","Female","18 - 24","Other","Bachelors","S4","Unmarried","Democratic candidate","CA","CA-39","2018-10"
"680","Rep","Male","18 - 24","Other","No Bachelors","U5","Married","Republican candidate","CA","CA-39","2018-10"
"681","Rep","Male","35 - 44","White","Bachelors","U5","Married","Republican candidate","CA","CA-39","2018-10"
"682","Ind","Female","25 - 34","White","Bachelors","U6","Unmarried","Republican candidate","CA","CA-39","2018-10"
"683","Ind","Female","> 54","White","Bachelors","S4","Unmarried","Other candidate/not sure","CA","CA-39","2018-10"
"684","Ind","Female","25 - 34","White","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-39","2018-10"
"685","Rep","Male","25 - 34","Black","Bachelors","S4","Unmarried","Republican candidate","CA","CA-39","2018-10"
"686","Dem","Male","25 - 34","Other","Bachelors","U5","Unmarried","Republican candidate","CA","CA-39","2018-10"
"687","Rep","Male","25 - 34","Other","Bachelors","U6","Unmarried","Republican candidate","CA","CA-39","2018-10"
"688","Rep","Male","18 - 24","Other","No Bachelors","S4","Unmarried","Republican candidate","CA","CA-39","2018-10"
"689","Ind","Female","25 - 34","White","No Bachelors","S4","Unmarried","Republican candidate","CA","CA-39","2018-10"
"690","Rep","Male","18 - 24","Hispanic","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-39","2018-10"
"691","Dem","Male","45 - 54","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-39","2018-10"
"692","Dem","Female","18 - 24","White","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-39","2018-10"
"693","Rep","Female","25 - 34","Hispanic","No Bachelors","S4","Unmarried","Republican candidate","CA","CA-39","2018-10"
"694","Ind","Male","18 - 24","White","Bachelors","S4","Unmarried","Republican candidate","CA","CA-39","2018-10"
"695","Dem","Male","25 - 34","Black","Bachelors","U5","Unmarried","Democratic candidate","CA","CA-39","2018-10"
"696","Dem","Male","18 - 24","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-39","2018-10"
"697","Dem","Male","> 54","White","Bachelors","S4","Unmarried","Democratic candidate","CA","CA-39","2018-10"
"698","Rep","Male","45 - 54","Hispanic","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-39","2018-10"
"699","Dem","Male","45 - 54","White","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-39","2018-10"
"700","Dem","Male","45 - 54","White","Bachelors","U5","Unmarried","Democratic candidate","CA","CA-39","2018-10"
"701","Dem","Female","35 - 44","White","Bachelors","U5","Married","Democratic candidate","CA","CA-39","2018-10"
"702","Dem","Female","35 - 44","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-39","2018-10"
"703","Ind","Female","18 - 24","Hispanic","No Bachelors","S4","Married","Other candidate/not sure","CA","CA-39","2018-10"
"704","Dem","Female","18 - 24","White","No Bachelors","S4","Unmarried","Democratic candidate","CA","CA-39","2018-10"
"705","Ind","Male","25 - 34","Black","Bachelors","U5","Unmarried","Democratic candidate","CA","CA-39","2018-10"
"706","Rep","Female","25 - 34","White","No Bachelors","R1","Unmarried","Republican candidate","CA","CA-39","2018-10"
"707","Dem","Female","25 - 34","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-39","2018-10"
"708","Rep","Female","35 - 44","White","No Bachelors","U6","Married","Republican candidate","CA","CA-39","2018-10"
"709","Dem","Female","18 - 24","Other","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-39","2018-10"
"710","Ind","Male","18 - 24","Hispanic","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-39","2018-10"
"711","Dem","Male","18 - 24","White","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-39","2018-10"
"712","Dem","Female","18 - 24","Other","Bachelors","U5","Unmarried","Republican candidate","CA","CA-39","2018-10"
"713","Dem","Female","18 - 24","Hispanic","Bachelors","S4","Unmarried","Democratic candidate","CA","CA-39","2018-10"
"714","Rep","Male","35 - 44","White","No Bachelors","U6","Married","Republican candidate","CA","CA-39","2018-10"
"715","Ind","Male","18 - 24","Black","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-39","2018-10"
"716","Dem","Female","35 - 44","Hispanic","No Bachelors","S4","Unmarried","Democratic candidate","CA","CA-39","2018-10"
"717","Rep","Male","35 - 44","Hispanic","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-39","2018-10"
"718","Dem","Female","18 - 24","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-10"
"719","Dem","Male","45 - 54","Other","Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-10"
"720","Rep","Male","18 - 24","Other","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-45","2018-10"
"721","Ind","Female","45 - 54","White","No Bachelors","U5","Married","Other candidate/not sure","CA","CA-45","2018-10"
"722","Dem","Male","35 - 44","White","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-10"
"723","Dem","Male","18 - 24","White","Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-10"
"724","Dem","Female","25 - 34","Other","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-10"
"725","Dem","Female","35 - 44","Hispanic","No Bachelors","S3","Married","Other candidate/not sure","CA","CA-45","2018-10"
"726","Dem","Female","35 - 44","Other","Bachelors","U5","Married","Other candidate/not sure","CA","CA-45","2018-10"
"727","Ind","Male","25 - 34","White","Bachelors","U5","Married","Democratic candidate","CA","CA-45","2018-10"
"728","Rep","Male","25 - 34","Other","Bachelors","U6","Unmarried","Democratic candidate","CA","CA-45","2018-10"
"729","Ind","Male","25 - 34","Hispanic","No Bachelors","S3","Married","Other candidate/not sure","CA","CA-45","2018-10"
"730","Rep","Female","45 - 54","White","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-10"
"731","Dem","Female","25 - 34","Other","Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-10"
"732","Dem","Female","35 - 44","White","No Bachelors","U5","Married","Other candidate/not sure","CA","CA-45","2018-10"
"733","Rep","Male","45 - 54","White","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-10"
"734","Rep","Female","45 - 54","Other","Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-10"
"735","Ind","Male","45 - 54","White","Bachelors","U5","Married","Democratic candidate","CA","CA-45","2018-10"
"736","Rep","Male","18 - 24","White","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-45","2018-10"
"737","Ind","Male","25 - 34","Other","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-45","2018-10"
"738","Dem","Female","25 - 34","Hispanic","No Bachelors","U6","Married","Democratic candidate","CA","CA-45","2018-10"
"739","Dem","Male","45 - 54","Other","No Bachelors","S3","Married","Democratic candidate","CA","CA-45","2018-10"
"740","Rep","Female","25 - 34","Other","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-45","2018-10"
"741","Rep","Female","45 - 54","White","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-10"
"742","Rep","Female","25 - 34","White","Bachelors","U5","Unmarried","Republican candidate","CA","CA-45","2018-10"
"743","Dem","Female","25 - 34","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-10"
"744","Ind","Female","18 - 24","White","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-10"
"745","Dem","Male","25 - 34","Other","Bachelors","U5","Unmarried","Republican candidate","CA","CA-45","2018-10"
"746","Rep","Female","18 - 24","Hispanic","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-10"
"747","Rep","Female","35 - 44","Hispanic","No Bachelors","U5","Married","Democratic candidate","CA","CA-45","2018-10"
"748","Ind","Female","25 - 34","White","No Bachelors","U5","Married","Other candidate/not sure","CA","CA-45","2018-10"
"749","Rep","Male","35 - 44","White","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-45","2018-10"
"750","Rep","Male","35 - 44","Other","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-45","2018-10"
"751","Dem","Female","> 54","White","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-10"
"752","Ind","Female","45 - 54","White","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-10"
"753","Ind","Female","35 - 44","Hispanic","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-10"
"754","Dem","Female","45 - 54","Other","Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-10"
"755","Ind","Female","> 54","White","Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-45","2018-10"
"756","Dem","Male","35 - 44","Black","No Bachelors","U5","Married","Democratic candidate","CA","CA-45","2018-10"
"757","Rep","Male","25 - 34","White","Bachelors","U5","Unmarried","Republican candidate","CA","CA-45","2018-10"
"758","Dem","Female","18 - 24","Black","No Bachelors","U5","Unmarried","Republican candidate","CA","CA-45","2018-10"
"759","Dem","Female","18 - 24","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-45","2018-10"
"760","Dem","Female","25 - 34","White","No Bachelors","U6","Married","Democratic candidate","CA","CA-48","2018-10"
"761","Dem","Female","18 - 24","Hispanic","Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"762","Dem","Male","25 - 34","White","Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-10"
"763","Rep","Female","25 - 34","Hispanic","Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-10"
"764","Rep","Male","25 - 34","Other","Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"765","Dem","Male","> 54","White","Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"766","Dem","Male","25 - 34","Black","Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"767","Dem","Female","25 - 34","Hispanic","Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-10"
"768","Rep","Female","25 - 34","White","Bachelors","U6","Married","Republican candidate","CA","CA-48","2018-10"
"769","Dem","Female","18 - 24","Other","No Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"770","Dem","Female","25 - 34","Hispanic","No Bachelors","U6","Married","Other candidate/not sure","CA","CA-48","2018-10"
"771","Rep","Male","25 - 34","White","Bachelors","U6","Married","Republican candidate","CA","CA-48","2018-10"
"772","Dem","Female","25 - 34","Other","Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"773","Dem","Male","18 - 24","Hispanic","Bachelors","S4","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"774","Dem","Female","25 - 34","Hispanic","Bachelors","U6","Married","Democratic candidate","CA","CA-48","2018-10"
"775","Ind","Female","45 - 54","White","Bachelors","U5","Married","Republican candidate","CA","CA-48","2018-10"
"776","Dem","Female","18 - 24","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"777","Rep","Male","25 - 34","White","No Bachelors","U6","Married","Republican candidate","CA","CA-48","2018-10"
"778","Rep","Female","35 - 44","White","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"779","Ind","Male","35 - 44","White","Bachelors","U5","Married","Democratic candidate","CA","CA-48","2018-10"
"780","Ind","Female","25 - 34","Other","Bachelors","U6","Married","Other candidate/not sure","CA","CA-48","2018-10"
"781","Dem","Male","25 - 34","White","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"782","Dem","Male","25 - 34","Hispanic","No Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"783","Ind","Male","45 - 54","White","No Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-10"
"784","Dem","Male","25 - 34","Hispanic","Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"785","Rep","Male","25 - 34","Other","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"786","Dem","Male","25 - 34","White","No Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"787","Dem","Male","25 - 34","Hispanic","No Bachelors","U5","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"788","Dem","Male","25 - 34","Hispanic","No Bachelors","U6","Married","Democratic candidate","CA","CA-48","2018-10"
"789","Dem","Male","35 - 44","White","No Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"790","Rep","Female","18 - 24","Hispanic","No Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"791","Ind","Female","18 - 24","Hispanic","No Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-10"
"792","Ind","Male","18 - 24","Other","No Bachelors","U5","Unmarried","Other candidate/not sure","CA","CA-48","2018-10"
"793","Rep","Female","25 - 34","White","Bachelors","U6","Unmarried","Democratic candidate","CA","CA-48","2018-10"
"794","Ind","Male","18 - 24","White","No Bachelors","U6","Unmarried","Other candidate/not sure","CA","CA-48","2018-10"
